13 5 1
40 36 1
24 36 1
1 11 1
36 11 1
37 11 1
1 8 1
42 4 1
24 31 1
39 44 1
28 33 1
12 32 1
36 32 1
37 32 1
36 47 1
37 47 1
1 7 1
1 10 1
1 17 1
1 9 1
16 29 1
16 34 1
15 26 1
1 12 1
46 1 1
46 42 1
30 22 1
17 14 1
7 28 1
35 43 1
18 43 1
19 43 1
8 27 1
22 24 1
20 24 1
21 24 1
25 19 1
29 20 1
10 21 1
38 48 1
43 48 1
2 39 1
22 13 1
20 13 1
21 13 1
47 50 1
44 35 1
45 35 1
22 30 1
20 30 1
21 30 1
27 6 1
22 15 1
20 15 1
21 15 1
11 49 1
47 49 1
22 37 1
20 37 1
21 37 1
18 46 1
19 46 1
3 38 1
43 38 1
26 41 1
31 18 1
14 18 1
4 18 1
41 2 1
11 23 1
23 23 1
5 23 1
18 23 1
19 23 1
6 45 1
18 45 1
19 45 1
25 45 1
38 51 1
22 25 1
20 25 1
21 25 1
32 40 1
33 40 1
34 40 1
9 16 1
25 3 1
48 3 1
